,seqnames,start,end,width,strand,CPD,IP64
2217,chr1,221600001,221700000,100000,*,0.98122551,0.910540287
2218,chr1,221700001,221800000,100000,*,1.074067131,0.844273856
2219,chr1,221800001,221900000,100000,*,0.913796321,0.848652402
2220,chr1,221900001,222000000,100000,*,0.725222533,0.77123389
2221,chr1,222000001,222100000,100000,*,0.78891401,0.787348113
2222,chr1,222100001,222200000,100000,*,0.838122127,1.016857901
2223,chr1,222200001,222300000,100000,*,0.70908413,0.788994329
2224,chr1,222300001,222400000,100000,*,1.06574869,1.000276375
2225,chr1,222400001,222500000,100000,*,0.902571624,0.834721526
2226,chr1,222500001,222600000,100000,*,0.810398682,0.972864707
2227,chr1,222600001,222700000,100000,*,0.5148018,0.812346697
2228,chr1,222700001,222800000,100000,*,0.95294068,0.916163701
2229,chr1,222800001,222900000,100000,*,0.893033848,0.82315232
2230,chr1,222900001,223000000,100000,*,0.925817339,0.912631118
2231,chr1,223000001,223100000,100000,*,0.979763719,0.937453137
2232,chr1,223100001,223200000,100000,*,0.84059172,0.829311737
2233,chr1,223200001,223300000,100000,*,0.529649552,0.767563397
2234,chr1,223300001,223400000,100000,*,0.64418272,0.807476152
2235,chr1,223400001,223500000,100000,*,0.617156369,0.822271023
2236,chr1,223500001,223600000,100000,*,0.782011581,0.878122049
2237,chr1,223600001,223700000,100000,*,0.613515396,0.777613142
2238,chr1,223700001,223800000,100000,*,0.459209372,0.774626766
2239,chr1,223800001,223900000,100000,*,0.62540995,0.847366836
2240,chr1,223900001,224000000,100000,*,0.661138409,0.734199482
2241,chr1,224000001,224100000,100000,*,0.795312199,0.896358069
2242,chr1,224100001,224200000,100000,*,0.474839777,0.767712367
2243,chr1,224200001,224300000,100000,*,0.767812855,0.905726139
2244,chr1,224300001,224400000,100000,*,0.743680939,0.796872716
2245,chr1,224400001,224500000,100000,*,0.833915805,0.8545437
2246,chr1,224500001,224600000,100000,*,0.860132115,0.851456858
2247,chr1,224600001,224700000,100000,*,0.858476102,0.871077001
2248,chr1,224700001,224800000,100000,*,0.655498142,0.865204566
2249,chr1,224800001,224900000,100000,*,0.564178513,0.664606518
2250,chr1,224900001,225000000,100000,*,0.516329468,0.766790517
2251,chr1,225000001,225100000,100000,*,0.640790698,0.865276727
2252,chr1,225100001,225200000,100000,*,1.278093933,1.134605359
2253,chr1,225200001,225300000,100000,*,1.270629083,1.077443596
2254,chr1,225300001,225400000,100000,*,1.23636035,1.076081745
2255,chr1,225400001,225500000,100000,*,1.155624262,1.049244167
2256,chr1,225500001,225600000,100000,*,0.96084704,0.912587039
2257,chr1,225600001,225700000,100000,*,0.601408225,0.751746898
2258,chr1,225700001,225800000,100000,*,0.980532268,0.938826641
2259,chr1,225800001,225900000,100000,*,0.792598738,0.842883218
2260,chr1,225900001,226000000,100000,*,0.663511202,0.856610586
2261,chr1,226000001,226100000,100000,*,0.497339086,0.74707962
2262,chr1,226100001,226200000,100000,*,0.65973072,0.803512244
2263,chr1,226200001,226300000,100000,*,0.615581287,0.802565749
2264,chr1,226300001,226400000,100000,*,0.666782642,0.799030257
2265,chr1,226400001,226500000,100000,*,0.950113193,0.85133392
2266,chr1,226500001,226600000,100000,*,0.57362992,0.744586937
2267,chr1,226600001,226700000,100000,*,0.674732279,0.842701435
2268,chr1,226700001,226800000,100000,*,0.459654425,0.722533114
2269,chr1,226800001,226900000,100000,*,0.492935144,0.741394597
2270,chr1,226900001,227000000,100000,*,0.572492746,0.780952979
2271,chr1,227000001,227100000,100000,*,0.648519502,0.81321198
2272,chr1,227100001,227200000,100000,*,0.586365725,0.830378395
2273,chr1,227200001,227300000,100000,*,0.94026028,0.889295314
2274,chr1,227300001,227400000,100000,*,1.092818028,0.90021678
2275,chr1,227400001,227500000,100000,*,1.1340244,0.980067872
2276,chr1,227500001,227600000,100000,*,0.834051064,1.034798919
2277,chr1,227600001,227700000,100000,*,0.642904885,0.836001237
2278,chr1,227700001,227800000,100000,*,0.998405516,0.95754553
2279,chr1,227800001,227900000,100000,*,0.87004174,0.941094538
2280,chr1,227900001,228000000,100000,*,0.789163481,0.835562225
2281,chr1,228000001,228100000,100000,*,1.050413466,0.932011882
2282,chr1,228100001,228200000,100000,*,0.701833147,0.784671255
2283,chr1,228200001,228300000,100000,*,0.483282656,0.741928711
2284,chr1,228300001,228400000,100000,*,0.582775795,0.763601247
2285,chr1,228400001,228500000,100000,*,0.717515696,0.84966553
2286,chr1,228500001,228600000,100000,*,0.531785676,0.736622504
2287,chr1,228600001,228700000,100000,*,0.557519317,0.78270195
2288,chr1,228700001,228800000,100000,*,0.677510608,0.919256719
2289,chr1,228800001,228900000,100000,*,0.666266302,0.860367636
2290,chr1,228900001,229000000,100000,*,0.641968963,0.892231596
2291,chr1,229000001,229100000,100000,*,0.623402748,0.816334
2292,chr1,229100001,229200000,100000,*,0.658189857,0.86454535
2293,chr1,229200001,229300000,100000,*,0.580220225,0.805815294
2294,chr1,229300001,229400000,100000,*,0.675392627,0.846724991
2295,chr1,229400001,229500000,100000,*,0.869152082,0.886414132
2296,chr1,229500001,229600000,100000,*,0.592065291,0.807523978
2297,chr1,229600001,229700000,100000,*,0.720026783,0.761533044
2298,chr1,229700001,229800000,100000,*,0.660847406,0.808465323
2299,chr1,229800001,229900000,100000,*,0.917333293,0.879517093
2300,chr1,229900001,230000000,100000,*,0.611434875,0.907333635
2301,chr1,230000001,230100000,100000,*,0.836971142,0.918735935
2302,chr1,230100001,230200000,100000,*,0.665903906,0.823172078
2303,chr1,230200001,230300000,100000,*,0.54688904,0.772234975
2304,chr1,230300001,230400000,100000,*,0.745113364,0.835668967
2305,chr1,230400001,230500000,100000,*,0.456854134,0.682345189
2306,chr1,230500001,230600000,100000,*,0.606359222,0.783203625
2307,chr1,230600001,230700000,100000,*,0.843424625,0.973965746
2308,chr1,230700001,230800000,100000,*,0.733684248,1.019224909
2309,chr1,230800001,230900000,100000,*,0.588824911,0.784030072
2310,chr1,230900001,231000000,100000,*,0.715040605,0.863284259
2311,chr1,231000001,231100000,100000,*,0.695940304,0.809426168
2312,chr1,231100001,231200000,100000,*,0.734706172,0.870829561
2313,chr1,231200001,231300000,100000,*,0.772661837,0.872968707
2314,chr1,231300001,231400000,100000,*,0.574263637,0.79508575
2315,chr1,231400001,231500000,100000,*,0.798017561,0.951450918
2316,chr1,231500001,231600000,100000,*,1.047498073,0.991160284
2317,chr1,231600001,231700000,100000,*,0.9471701,0.889056418
2318,chr1,231700001,231800000,100000,*,0.878019315,1.038490404
2319,chr1,231800001,231900000,100000,*,0.708413252,0.865858115
2320,chr1,231900001,232000000,100000,*,0.729413767,0.83140588
2321,chr1,232000001,232100000,100000,*,0.738098974,0.879916011
2322,chr1,232100001,232200000,100000,*,0.778330315,0.849056049
2323,chr1,232200001,232300000,100000,*,0.981318027,0.927223115
2324,chr1,232300001,232400000,100000,*,0.658845765,0.821707856
2325,chr1,232400001,232500000,100000,*,0.615333348,0.786577643
2326,chr1,232500001,232600000,100000,*,0.664492985,0.768586375
2327,chr1,232600001,232700000,100000,*,0.7756526,0.840740797
2328,chr1,232700001,232800000,100000,*,0.663566215,0.75713656
2329,chr1,232800001,232900000,100000,*,0.804574651,0.850209797
2330,chr1,232900001,233000000,100000,*,0.812081843,0.851640331
2331,chr1,233000001,233100000,100000,*,0.598397425,0.796347935
2332,chr1,233100001,233200000,100000,*,0.737891274,0.844380097
2333,chr1,233200001,233300000,100000,*,1.012209541,0.887417265
2334,chr1,233300001,233400000,100000,*,0.788031851,0.910228323
2335,chr1,233400001,233500000,100000,*,0.852217541,0.906535035
2336,chr1,233500001,233600000,100000,*,0.84822356,0.908013574
2337,chr1,233600001,233700000,100000,*,0.851647412,0.862695097
2338,chr1,233700001,233800000,100000,*,0.759780546,0.866706864
2339,chr1,233800001,233900000,100000,*,0.743845514,0.869409209
2340,chr1,233900001,234000000,100000,*,1.013672543,1.0470306
2341,chr1,234000001,234100000,100000,*,0.825730446,0.90131178
2342,chr1,234100001,234200000,100000,*,0.943793461,0.949634508
2343,chr1,234200001,234300000,100000,*,0.73738002,0.956148604
2344,chr1,234300001,234400000,100000,*,0.671646062,0.883835447
2345,chr1,234400001,234500000,100000,*,0.868479044,0.8362039
2346,chr1,234500001,234600000,100000,*,0.831822834,0.783670446
2347,chr1,234600001,234700000,100000,*,0.592172521,0.806601444
2348,chr1,234700001,234800000,100000,*,0.621111783,0.84039042
2349,chr1,234800001,234900000,100000,*,0.593410484,0.78869259
2350,chr1,234900001,235000000,100000,*,0.570529651,0.762077412
2351,chr1,235000001,235100000,100000,*,0.50028403,0.761383835
2352,chr1,235100001,235200000,100000,*,0.666450985,0.7960968
2353,chr1,235200001,235300000,100000,*,0.641657592,0.818709459
2354,chr1,235300001,235400000,100000,*,0.934487477,0.825251707
2355,chr1,235400001,235500000,100000,*,0.855233995,0.817358613
2356,chr1,235500001,235600000,100000,*,0.784836986,0.835956686
2357,chr1,235600001,235700000,100000,*,0.772323907,0.848919554
2358,chr1,235700001,235800000,100000,*,0.610648019,0.879995423
2359,chr1,235800001,235900000,100000,*,0.735427231,0.875304805
2360,chr1,235900001,236000000,100000,*,0.982856452,0.870067114
2361,chr1,236000001,236100000,100000,*,0.726266277,0.896267192
2362,chr1,236100001,236200000,100000,*,0.658207344,0.832276138
2363,chr1,236200001,236300000,100000,*,0.608699862,0.846458361
2364,chr1,236300001,236400000,100000,*,0.762066117,0.88373542
2365,chr1,236400001,236500000,100000,*,0.85801072,0.884446402
2366,chr1,236500001,236600000,100000,*,0.823600786,0.942668343
2367,chr1,236600001,236700000,100000,*,0.729929644,0.886736909
2368,chr1,236700001,236800000,100000,*,0.786765491,0.845152185
2369,chr1,236800001,236900000,100000,*,0.747880692,0.846816372
2370,chr1,236900001,237000000,100000,*,0.776489741,0.817381051
2371,chr1,237000001,237100000,100000,*,0.717913254,0.942177531
2372,chr1,237100001,237200000,100000,*,0.743029802,0.962414173
2373,chr1,237200001,237300000,100000,*,0.687697469,0.881323573
2374,chr1,237300001,237400000,100000,*,0.784925889,0.866977362
2375,chr1,237400001,237500000,100000,*,0.887325389,0.930111307
2376,chr1,237500001,237600000,100000,*,0.878481368,0.878349762
2377,chr1,237600001,237700000,100000,*,1.022848838,0.903784847
2378,chr1,237700001,237800000,100000,*,0.917144661,0.976154951
2379,chr1,237800001,237900000,100000,*,0.764239301,0.837711822
2380,chr1,237900001,238000000,100000,*,0.873267291,0.904201915
2381,chr1,238000001,238100000,100000,*,0.757917859,0.855533279
2382,chr1,238100001,238200000,100000,*,1.036740333,1.000545468
2383,chr1,238200001,238300000,100000,*,0.970585078,0.886322567
2384,chr1,238300001,238400000,100000,*,0.914509218,0.92040395
2385,chr1,238400001,238500000,100000,*,0.947041229,0.878628222
2386,chr1,238500001,238600000,100000,*,1.05623847,0.887813679
2387,chr1,238600001,238700000,100000,*,0.835177192,0.81063637
2388,chr1,238700001,238800000,100000,*,0.883295234,0.83774322
2389,chr1,238800001,238900000,100000,*,1.09512903,0.908858709
2390,chr1,238900001,239000000,100000,*,1.039022728,0.858557458
2391,chr1,239000001,239100000,100000,*,1.106336051,1.025315927
2392,chr1,239100001,239200000,100000,*,0.965978913,0.836012149
2393,chr1,239200001,239300000,100000,*,1.088983782,0.891197126
2394,chr1,239300001,239400000,100000,*,0.927216988,0.862442026
2395,chr1,239400001,239500000,100000,*,0.954736232,0.932469887
2396,chr1,239500001,239600000,100000,*,0.949568966,0.883250519
2397,chr1,239600001,239700000,100000,*,0.870784224,0.897990198
2398,chr1,239700001,239800000,100000,*,0.855869761,0.823849893
2399,chr1,239800001,239900000,100000,*,0.777264485,0.880217306
2400,chr1,239900001,240000000,100000,*,0.810306749,0.766275822
2401,chr1,240000001,240100000,100000,*,0.663014537,0.746487404
2402,chr1,240100001,240200000,100000,*,0.826346477,0.778657393
2403,chr1,240200001,240300000,100000,*,0.725545298,0.891939093
2404,chr1,240300001,240400000,100000,*,0.839628008,0.895107218
2405,chr1,240400001,240500000,100000,*,0.990151061,0.964126544
2406,chr1,240500001,240600000,100000,*,1.030783369,0.882139489
2407,chr1,240600001,240700000,100000,*,0.783616486,0.869956853
2408,chr1,240700001,240800000,100000,*,0.778879877,0.880244956
2409,chr1,240800001,240900000,100000,*,0.730199305,0.872193658
2410,chr1,240900001,241000000,100000,*,0.858716153,0.838393412
2411,chr1,241000001,241100000,100000,*,0.932725916,0.916967261
2412,chr1,241100001,241200000,100000,*,0.986746947,0.900447669
2413,chr1,241200001,241300000,100000,*,0.769734975,0.839969395
2414,chr1,241300001,241400000,100000,*,0.831477247,0.90298947
2415,chr1,241400001,241500000,100000,*,0.787424766,0.867987981
2416,chr1,241500001,241600000,100000,*,0.878039077,0.904456264
2417,chr1,241600001,241700000,100000,*,0.896195077,0.924561042
2418,chr1,241700001,241800000,100000,*,0.92471307,0.942268398
2419,chr1,241800001,241900000,100000,*,0.794499882,0.961023128
2420,chr1,241900001,242000000,100000,*,0.926872393,0.91837137
2421,chr1,242000001,242100000,100000,*,0.811744417,0.811105752
2422,chr1,242100001,242200000,100000,*,0.621569815,0.858977514
2423,chr1,242200001,242300000,100000,*,0.830546402,0.854809098
2424,chr1,242300001,242400000,100000,*,0.851276389,0.947106397
2425,chr1,242400001,242500000,100000,*,0.594386227,0.822857098
2426,chr1,242500001,242600000,100000,*,0.801056514,0.944822241
2427,chr1,242600001,242700000,100000,*,0.811978149,0.887411981
2428,chr1,242700001,242800000,100000,*,0.811618512,0.911902637
2429,chr1,242800001,242900000,100000,*,0.80643431,0.894065811
2430,chr1,242900001,243000000,100000,*,0.875923484,0.957738528
2431,chr1,243000001,243100000,100000,*,0.726273187,0.897333796
2432,chr1,243100001,243200000,100000,*,0.595215882,0.911695986
2433,chr1,243200001,243300000,100000,*,0.436451331,0.704063978
2434,chr1,243300001,243400000,100000,*,0.69970458,0.835144713
2435,chr1,243400001,243500000,100000,*,0.928960368,0.890997411
2436,chr1,243500001,243600000,100000,*,0.856907463,0.81886991
2437,chr1,243600001,243700000,100000,*,0.764764118,0.831611973
2438,chr1,243700001,243800000,100000,*,1.12447407,0.968720102
2439,chr1,243800001,243900000,100000,*,1.055150793,0.954247512
2440,chr1,243900001,244000000,100000,*,1.037291843,0.972603044
2441,chr1,244000001,244100000,100000,*,0.868450738,0.858627458
2442,chr1,244100001,244200000,100000,*,0.642329362,0.772297641
2443,chr1,244200001,244300000,100000,*,0.639989486,0.84113606
2444,chr1,244300001,244400000,100000,*,0.630202836,0.780851632
2445,chr1,244400001,244500000,100000,*,0.699199909,0.809731787
2446,chr1,244500001,244600000,100000,*,0.76524986,0.808925989
2447,chr1,244600001,244700000,100000,*,1.130079529,1.009096357
2448,chr1,244700001,244800000,100000,*,0.943546792,0.979531148
2449,chr1,244800001,244900000,100000,*,0.772258185,0.865676658
2450,chr1,244900001,245000000,100000,*,0.67305992,0.815359137
2451,chr1,245000001,245100000,100000,*,0.829622236,0.911791907
2452,chr1,245100001,245200000,100000,*,0.853155086,0.868981297
2453,chr1,245200001,245300000,100000,*,0.689399057,0.843066163
2454,chr1,245300001,245400000,100000,*,0.652497727,0.829000444
2455,chr1,245400001,245500000,100000,*,0.652606617,0.841605438
2456,chr1,245500001,245600000,100000,*,0.579520261,0.789660632
2457,chr1,245600001,245700000,100000,*,0.731178632,0.788742137
2458,chr1,245700001,245800000,100000,*,0.666935173,0.808035674
2459,chr1,245800001,245900000,100000,*,0.850763401,0.882391909
2460,chr1,245900001,246000000,100000,*,0.760348712,0.893634081
2461,chr1,246000001,246100000,100000,*,0.775908566,0.853975665
2462,chr1,246100001,246200000,100000,*,0.813701028,0.905061208
2463,chr1,246200001,246300000,100000,*,0.810298766,0.881089314
2464,chr1,246300001,246400000,100000,*,0.738297656,0.797532751
2465,chr1,246400001,246500000,100000,*,1.009529326,1.042015619
2466,chr1,246500001,246600000,100000,*,0.891211021,0.946070098
2467,chr1,246600001,246700000,100000,*,0.812343766,0.928493923
2468,chr1,246700001,246800000,100000,*,0.72730858,0.792525879
2469,chr1,246800001,246900000,100000,*,0.624381785,0.77265429
2470,chr1,246900001,247000000,100000,*,0.787105887,0.848142633
2471,chr1,247000001,247100000,100000,*,0.883082684,0.870200838
2472,chr1,247100001,247200000,100000,*,0.892519214,0.939474909
2473,chr1,247200001,247300000,100000,*,0.942977919,0.97144128
2474,chr1,247300001,247400000,100000,*,1.093735101,0.927453259
2475,chr1,247400001,247500000,100000,*,0.87050591,0.930296055
2476,chr1,247500001,247600000,100000,*,0.684743403,0.823654267
2477,chr1,247600001,247700000,100000,*,0.820884828,0.925795897
2478,chr1,247700001,247800000,100000,*,1.084510305,0.990972455
2479,chr1,247800001,247900000,100000,*,1.179346102,0.942858133
2480,chr1,247900001,248000000,100000,*,1.097945824,0.878429332
2481,chr1,248000001,248100000,100000,*,0.728889246,0.844433937
2482,chr1,248100001,248200000,100000,*,0.890702777,0.911245245
2483,chr1,248200001,248300000,100000,*,1.038018711,0.988928205
2484,chr1,248300001,248400000,100000,*,1.208479298,1.058682585
2485,chr1,248400001,248500000,100000,*,1.196944582,1.007549587
2486,chr1,248500001,248600000,100000,*,0.885369184,0.927722426
2487,chr1,248600001,248700000,100000,*,0.936454384,1.040403884
2488,chr1,248700001,248800000,100000,*,0.743036233,0.820077441
2489,chr1,248800001,248900000,100000,*,0.884468,0.955926348
2490,chr1,248900001,249000000,100000,*,0.375555398,0.733680199
2491,chr1,249000001,249100000,100000,*,0.873501939,0.823654696
2492,chr1,249100001,249200000,100000,*,0.716480258,0.941306592
2493,chr1,249200001,249250621,50621,*,0.696800495,0.989314499
2494,chr10,1,100000,100000,*,0.511747385,0.751034588
2495,chr10,100001,200000,100000,*,0.781150583,0.853678368
2496,chr10,200001,300000,100000,*,0.855303691,0.782302812
2497,chr10,300001,400000,100000,*,0.607488418,0.817990966
2498,chr10,400001,500000,100000,*,0.605011556,0.770278527
2499,chr10,500001,600000,100000,*,0.514512154,0.805251508
2500,chr10,600001,700000,100000,*,0.429930071,0.678978419
2501,chr10,700001,800000,100000,*,0.736928351,0.973315999
2502,chr10,800001,900000,100000,*,0.903485003,0.871142285
2503,chr10,900001,1000000,100000,*,0.751340656,0.858474722
2504,chr10,1000001,1100000,100000,*,0.647869407,0.816464154
2505,chr10,1100001,1200000,100000,*,0.770052547,0.821997753
2506,chr10,1200001,1300000,100000,*,0.482197686,0.776520218
2507,chr10,1300001,1400000,100000,*,0.543979326,0.789524655
2508,chr10,1400001,1500000,100000,*,0.712840106,0.820840798
2509,chr10,1500001,1600000,100000,*,0.600820734,0.83036397
2510,chr10,1600001,1700000,100000,*,0.534560363,0.815303385
2511,chr10,1700001,1800000,100000,*,0.512203917,0.809960073
2512,chr10,1800001,1900000,100000,*,0.789548358,0.847561094
2513,chr10,1900001,2000000,100000,*,0.843596623,0.855016489
2514,chr10,2000001,2100000,100000,*,0.860555754,0.920391126
2515,chr10,2100001,2200000,100000,*,0.844350496,0.807037383
2516,chr10,2200001,2300000,100000,*,0.727336731,0.827163381
2517,chr10,2300001,2400000,100000,*,0.833049772,0.862203524
2518,chr10,2400001,2500000,100000,*,0.72904861,0.79476234
2519,chr10,2500001,2600000,100000,*,0.830547137,0.852575472
2520,chr10,2600001,2700000,100000,*,0.735326911,0.81991724
2521,chr10,2700001,2800000,100000,*,0.777748852,0.776256582
2522,chr10,2800001,2900000,100000,*,0.856417779,0.856339333
2523,chr10,2900001,3000000,100000,*,0.639376582,0.822962665
2524,chr10,3000001,3100000,100000,*,0.633332734,0.852032271
2525,chr10,3100001,3200000,100000,*,0.494243653,0.787170161
2526,chr10,3200001,3300000,100000,*,0.534997844,0.771002498
2527,chr10,3300001,3400000,100000,*,0.598500044,0.770538942
2528,chr10,3400001,3500000,100000,*,0.580972991,0.749980505
2529,chr10,3500001,3600000,100000,*,0.623945389,0.774449288
2530,chr10,3600001,3700000,100000,*,0.853035414,0.764075045
2531,chr10,3700001,3800000,100000,*,0.609943016,0.798168888
2532,chr10,3800001,3900000,100000,*,0.595323805,0.828025144
2533,chr10,3900001,4000000,100000,*,0.668471855,0.794267123
2534,chr10,4000001,4100000,100000,*,0.741757236,0.796645242
2535,chr10,4100001,4200000,100000,*,0.676475287,0.861695338
2536,chr10,4200001,4300000,100000,*,0.773393904,0.79239544
2537,chr10,4300001,4400000,100000,*,0.736155741,0.930987381
2538,chr10,4400001,4500000,100000,*,0.915487037,0.766624187
2539,chr10,4500001,4600000,100000,*,0.941233573,0.846119256
2540,chr10,4600001,4700000,100000,*,0.929947782,0.855033235
2541,chr10,4700001,4800000,100000,*,0.89940997,0.767718923
2542,chr10,4800001,4900000,100000,*,0.753258579,0.857651123
2543,chr10,4900001,5000000,100000,*,1.000948282,0.916339286
2544,chr10,5000001,5100000,100000,*,0.694418815,0.781514323
2545,chr10,5100001,5200000,100000,*,0.879243522,0.862619159
2546,chr10,5200001,5300000,100000,*,0.926660642,1.004583926
2547,chr10,5300001,5400000,100000,*,0.715999433,0.843332732
2548,chr10,5400001,5500000,100000,*,0.942839306,0.932859231
2549,chr10,5500001,5600000,100000,*,0.469762931,0.853078106
2550,chr10,5600001,5700000,100000,*,0.409009191,0.775896905
2551,chr10,5700001,5800000,100000,*,0.889031442,0.816515951
2552,chr10,5800001,5900000,100000,*,0.767935816,0.828807738
2553,chr10,5900001,6000000,100000,*,0.543885326,0.841673683
2554,chr10,6000001,6100000,100000,*,0.689138504,0.804245629
2555,chr10,6100001,6200000,100000,*,0.642846482,0.773802178
2556,chr10,6200001,6300000,100000,*,0.567689011,0.799145155
2557,chr10,6300001,6400000,100000,*,0.627673919,0.785152306
2558,chr10,6400001,6500000,100000,*,0.713343957,0.878041793
2559,chr10,6500001,6600000,100000,*,0.646003943,0.801760088
2560,chr10,6600001,6700000,100000,*,0.715043894,0.848878876
2561,chr10,6700001,6800000,100000,*,0.688660902,0.782388051
2562,chr10,6800001,6900000,100000,*,0.713882203,0.850187876
2563,chr10,6900001,7000000,100000,*,0.724806394,0.841575798
2564,chr10,7000001,7100000,100000,*,0.748663918,0.860282414
2565,chr10,7100001,7200000,100000,*,0.730589744,0.831461246
2566,chr10,7200001,7300000,100000,*,0.580179679,0.775211016
2567,chr10,7300001,7400000,100000,*,0.639565116,0.80028327
2568,chr10,7400001,7500000,100000,*,0.648220492,0.816631209
2569,chr10,7500001,7600000,100000,*,0.525463853,0.824889716
2570,chr10,7600001,7700000,100000,*,0.662477795,0.791652485
2571,chr10,7700001,7800000,100000,*,0.660095978,0.831641028
2572,chr10,7800001,7900000,100000,*,0.842190976,0.873497624
2573,chr10,7900001,8000000,100000,*,0.868650253,0.84007074
2574,chr10,8000001,8100000,100000,*,0.676550407,0.858370206
2575,chr10,8100001,8200000,100000,*,0.637222531,0.826827137
2576,chr10,8200001,8300000,100000,*,0.705636771,0.8294685
2577,chr10,8300001,8400000,100000,*,0.711826427,0.904509538
2578,chr10,8400001,8500000,100000,*,0.752567043,0.833986356
2579,chr10,8500001,8600000,100000,*,0.73356008,0.876822011
2580,chr10,8600001,8700000,100000,*,0.803609605,0.838895975
2581,chr10,8700001,8800000,100000,*,0.880953973,0.858966477
2582,chr10,8800001,8900000,100000,*,0.929895999,0.816954138
2583,chr10,8900001,9000000,100000,*,0.953057704,0.812654813
2584,chr10,9000001,9100000,100000,*,0.988260561,0.896761433
2585,chr10,9100001,9200000,100000,*,0.84124047,0.85435302
2586,chr10,9200001,9300000,100000,*,0.917439692,0.83877697
2587,chr10,9300001,9400000,100000,*,0.809592596,0.846572366
2588,chr10,9400001,9500000,100000,*,0.921346236,0.853894753
2589,chr10,9500001,9600000,100000,*,0.984639872,0.849118103
2590,chr10,9600001,9700000,100000,*,1.121758405,0.935176234
2591,chr10,9700001,9800000,100000,*,1.128198529,0.885692614
2592,chr10,9800001,9900000,100000,*,0.975362203,0.849616712
2593,chr10,9900001,10000000,100000,*,0.93230213,0.857572958
2594,chr10,10000001,10100000,100000,*,1.029729219,0.876712417
2595,chr10,10100001,10200000,100000,*,0.935645103,0.880867046
2596,chr10,10200001,10300000,100000,*,1.092467008,0.90499508
2597,chr10,10300001,10400000,100000,*,0.926391243,0.84285939
2598,chr10,10400001,10500000,100000,*,0.764991008,0.847358214
2599,chr10,10500001,10600000,100000,*,0.717750784,0.85335188
2600,chr10,10600001,10700000,100000,*,0.653858438,0.777206514
2601,chr10,10700001,10800000,100000,*,0.821017363,0.851855217
2602,chr10,10800001,10900000,100000,*,0.753527779,0.837697273
2603,chr10,10900001,11000000,100000,*,0.663066723,0.821190331
2604,chr10,11000001,11100000,100000,*,0.656004968,0.789742859
2605,chr10,11100001,11200000,100000,*,0.668794931,0.846881665
2606,chr10,11200001,11300000,100000,*,0.552973111,0.803158114
2607,chr10,11300001,11400000,100000,*,0.590440561,0.807075836
2608,chr10,11400001,11500000,100000,*,0.572724863,0.828869236
2609,chr10,11500001,11600000,100000,*,0.924127681,0.792176714
2610,chr10,11600001,11700000,100000,*,0.858690584,0.848114399
2611,chr10,11700001,11800000,100000,*,0.507045678,0.74385973
2612,chr10,11800001,11900000,100000,*,0.656122955,0.836216518
2613,chr10,11900001,12000000,100000,*,0.606561987,0.745607794
2614,chr10,12000001,12100000,100000,*,0.966781149,0.905525922
2615,chr10,12100001,12200000,100000,*,0.658519279,0.813388437
2616,chr10,12200001,12300000,100000,*,0.693376234,0.80404925
2617,chr10,12300001,12400000,100000,*,0.606235217,0.846203772
2618,chr10,12400001,12500000,100000,*,0.623470326,0.801454628
2619,chr10,12500001,12600000,100000,*,0.596644031,0.805676144
2620,chr10,12600001,12700000,100000,*,0.671867684,0.891487576
2621,chr10,12700001,12800000,100000,*,0.64023625,0.834411162
2622,chr10,12800001,12900000,100000,*,0.491268972,0.743978263
2623,chr10,12900001,13000000,100000,*,0.720525425,0.849699862
2624,chr10,13000001,13100000,100000,*,0.765522612,0.922127558
2625,chr10,13100001,13200000,100000,*,0.789237687,0.863677879
2626,chr10,13200001,13300000,100000,*,0.63322168,0.770541175
2627,chr10,13300001,13400000,100000,*,0.659395133,0.805513647
2628,chr10,13400001,13500000,100000,*,0.588834687,0.833343109
2629,chr10,13500001,13600000,100000,*,0.669730602,0.791082386
2630,chr10,13600001,13700000,100000,*,0.768440059,0.809602764
2631,chr10,13700001,13800000,100000,*,0.516614283,0.738301892
2632,chr10,13800001,13900000,100000,*,0.571249544,0.72873191
2633,chr10,13900001,14000000,100000,*,0.587337795,0.818101049
2634,chr10,14000001,14100000,100000,*,0.551552567,0.848022606
2635,chr10,14100001,14200000,100000,*,0.506812534,0.740620322
2636,chr10,14200001,14300000,100000,*,0.653778948,0.850847977
2637,chr10,14300001,14400000,100000,*,0.629319724,0.768149895
2638,chr10,14400001,14500000,100000,*,0.626921319,0.814234817
2639,chr10,14500001,14600000,100000,*,0.619158224,0.86800764
2640,chr10,14600001,14700000,100000,*,0.626225801,0.846409619
2641,chr10,14700001,14800000,100000,*,0.672744154,0.865919277
2642,chr10,14800001,14900000,100000,*,0.730335912,0.841671789
2643,chr10,14900001,15000000,100000,*,0.734808359,0.807647602
2644,chr10,15000001,15100000,100000,*,0.644562453,0.841846997
2645,chr10,15100001,15200000,100000,*,0.657457631,0.853782048
2646,chr10,15200001,15300000,100000,*,0.59467652,0.83309105
2647,chr10,15300001,15400000,100000,*,0.671084795,0.854605441
2648,chr10,15400001,15500000,100000,*,0.732762397,0.871416291
2649,chr10,15500001,15600000,100000,*,0.673082057,0.788685981
2650,chr10,15600001,15700000,100000,*,0.732833155,0.81962604
2651,chr10,15700001,15800000,100000,*,0.743233174,0.910405227
2652,chr10,15800001,15900000,100000,*,0.918536819,0.868423744
2653,chr10,15900001,16000000,100000,*,1.150239685,0.889217559
